#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
70023|||||External OIDC Provider token must have a lifetime of less than or equal to {maxTime}. Token issued at {issuedAt}. Token expires on {expires}.|||||Supply tokens that have lifetime of less than or equal to the maximum allowed time.
70024|||||OIDC Provider Metadata missing required field '{fieldName}'.|||||Ensure that the OpenID Connect metadata sets all required fields.
70030|||||Remote authentication failed to read session from storage.|||||No Remediation Provided
70031|||||Remote authentication session is in a bad state.|||||No Remediation Provided
70033|||||The remote auth session with this device code has already been approved.|||||No Remediation Provided
70034|||||The remote auth session with this device code has already been denied.|||||No Remediation Provided
70035|||||Remote auth session with this device code doesn't exist.|||||No Remediation Provided
70036|||||Unsupported remote auth session state.|||||No Remediation Provided
70037|||||Incorrect challenge response provided. Remote auth session denied.|||||Incorrect challenge response provided. Remote auth session denied
70039|||||The remote auth session with this device code has expired.|||||No Remediation Provided
70041|||||Unable to complete OAuth2 IdP's sign in. The 'nonce' claim does not match the expected value.|||||No Remediation Provided
70043|||||The refresh token has expired or is invalid due to sign-in frequency checks by conditional access. The token was issued on {issueDate} and the maximum allowed lifetime for this request is {time}.|||||No Remediation Provided
70044|||||The session has expired or is invalid due to sign-in frequency checks by conditional access.|||||No Remediation Provided
70045|||||The refresh token is invalid due to sign-in frequency checks by conditional access. Additionally, since the sign-in frequency policy applies to all applications, the token will never be usable, and should be deleted. The token was issued on {issueDate} and the maximum allowed lifetime for this request is {time}.|||||No Remediation Provided
70046|||||The session has expired or is invalid due to re-authentication checks by conditional access.|||||No Remediation Provided
70071|||||Invalid requested token type: {type}.|||||No Remediation Provided
70101|||||Internal use|||||No Remediation Provided
75001|||||An exception occurred while parsing a SAML binding message.|||||No Remediation Provided
75005|||||The request is not a valid SAML 2.0 protocol message.|||||No Remediation Provided
75008|||||Received SAML request with an unexpected destination '{actualDest}'. Expected one of '{validDests}'.|||||The request from the application was denied since the SAML request had an unexpected destination. Contact the application owner
75011|||||Authentication method '{usedMethod}' by which the user authenticated with the service doesn't match requested authentication method '{requestedMethod}'. Contact the {appName} application owner.|||||Authentication method by which the user authenticated with the service doesn't match requested authentication method. Contact the application owner
75016|||||The SP name qualifier '{name}' is not valid.|||||No Remediation Provided
75019|||||A domain hint can be specified either in the AuthnRequest or as a query string parameter, but not both.|||||Contact the application owner.
75020|||||Non-retryable error has occurred.|||||No Remediation Provided
76020|||||Application configured to use only protocols with signed requests|||||No Remediation Provided
76021|||||The request sent by client is not signed while the application requires signed requests|||||No Remediation Provided
76022|||||Cannot verify the signature of received authentication request since there is no certificate for verification configured in the application.|||||No Remediation Provided
76023|||||The signature of the received authentication request is invalid, please contact the administrator to resolve the issue.|||||No Remediation Provided
76024|||||The request has no information about the public certificate for signature validation, while the {certsLimit} most recent certificates did not verify the signature.|||||No Remediation Provided
76025|||||The request has no information about the signature algorithm used for signing.|||||No Remediation Provided
76026|||||The request has expired. Try to submit new request.|||||No Remediation Provided
76027|||||No certificate matching provided KeyInfo. Check that app is configured correctly.|||||No Remediation Provided
76028|||||Signature algorithm used to sign data is not supported.|||||No Remediation Provided
76029|||||The request signature could not be validated while it's required by application settings|||||No Remediation Provided
76030|||||The request signature has incorrect format|||||No Remediation Provided
76031|||||This endpoint does not support SAML request signing.|||||No Remediation Provided
76032|||||This service principal ID is not a GUID.|||||No Remediation Provided
80001|||||No Microsoft Azure AD Connect Authentication Agent was found. Make sure that your environment is configured correctly. If your directory is set for pass-through authentication, make sure that your Microsoft Azure AD Connect Authentication Agent is online.|||||Authentication Agent unable to connect to Active Directory. Make sure the authentication agent is installed on a domain-joined machine that has line of sight to a data center that can serve the user's login request
80002|||||Internal error. Password validation request timed out. We were unable to either send the authentication request to the internal Hybrid Identity Service.|||||Make sure that your on-premises Active Directory instance is available and responding to requests from the agents.
80003|||||Unknown status returned from on-prem password validator.|||||Invalid response received by Authentication Agent. An unknown error occurred while attempting to authentication against Active Directory on-premises.
80005|||||An unknown error occurred while processing the response from the Authentication Agent.|||||Retry the request and ensure that your on-premises AD instance is operating correctly. If it continues to fail, open a support ticket to get more details on the error: https://docs.microsoft.com/azure/active-directory/fundamentals/active-directory-troubleshooting-support-howto
80006|||||Invalid on-prem password validation configuration: request URL must be secure over https.|||||No Remediation Provided
80007|||||The Authentication Agent is unable to validate user's password. Check the agent logs for more info and verify that Active Directory is operating as expected.|||||Contact your administrator for more information.
80010|||||Cannot encrypt with key identifier '{key}'. The Authentication Agent is unable to decrypt password.|||||No Remediation Provided
80011|||||Unexpected error retrieving password encryption keys.|||||No Remediation Provided
80012|||||Your account has time restrictions that keep you from signing in right now.|||||The users attempted to log on outside of the allowed hours (this is specified in AD)
80013|||||The authentication attempt could not be completed due to time skew (time/date difference) between the machine running the authentication agent and AD.|||||Fix time sync issues
80014|||||Validation request responded after maximum elapsed time exceeded.|||||Authentication agent timed out. Open a support ticket with the error code, correlation ID, and timestamp to get more details on this error
80015|||||Validation request budget exceeded.|||||No Remediation Provided
80016|||||Validation request failed - unable to signal Authentication Agent.|||||No Remediation Provided
80017|||||An error occurred while decrypting user credentials. Check your Microsoft Azure AD Connect Authentication Agent logs for more information.|||||No Remediation Provided
80018|||||Unauthorized or forbidden access of encryption keys.|||||No Remediation Provided
81001|||||Service ticket size exceeded the maximum allowed.|||||User's Kerberos ticket is too large. This can happen if the user is in too many groups and thus the Kerberos ticket contains too many group memberships. Reduce the user's group memberships and try again
81004|||||Kerberos authentication failed.|||||No Remediation Provided
81005|||||Authentication package is not supported.|||||No Remediation Provided
81006|||||No authorization header was found, returning 401 WWW-Authenticate.|||||No Remediation Provided
81007|||||Tenant is not enabled for DesktopSSO.|||||No Remediation Provided
81008|||||Failed to validate Kerberos ticket.|||||No Remediation Provided
81009|||||Unable to validate the user's Kerberos ticket, the authorization header value is not formatted correctly.|||||No Remediation Provided
81010|||||Seamless SSO failed because the user's Kerberos ticket has expired or is invalid.|||||No Remediation Provided
81011|||||Failed to find user by on-premise SID in the user's Kerberos ticket.|||||No Remediation Provided
81012|||||The user trying to sign in to Azure AD is different from the user signed into the device.|||||This is not an error condition. It indicates that user trying to sign in to AzureAD is different from the user signed into the device. You can safely ignore this code in the logs
81013|||||Failed to lookup the user whose kerberos ticket was used to login.|||||No Remediation Provided
81014|||||The DesktopSSO auth token has expired.|||||No Remediation Provided
81015|||||Rejecting DesktopSSO Kerberos ticket as it was obtained through delegation. Delegated Kerberos ticket does not originate from user directly. Please contact your tenant administrator to disable delegation on the AZUREADSSOACC account.|||||No Remediation Provided
81016|||||Invalid STS request.|||||No Remediation Provided
90000|||||Internal use|||||No Remediation Provided
90002|||||Tenant '{tenant_name}' not found. Check to make sure you have the correct tenant ID and are signing into the correct cloud. Check with your subscription administrator, this may happen if there are no active subscriptions for the tenant.|||||The application developer will recieve this error if their app attempts to sign into a tenant that we cannot find. Often, this is because a cross-cloud app was used against the wrong cloud, or the developer attempted to sign in to a tenant derived from an email address, byut the domain isn't registered.
90004|||||The request is not properly formatted.|||||No Remediation Provided
90005|||||Unable to complete request. The request was invalid since SID and login_hint cannot be used together.|||||No Remediation Provided
90006|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90007|||||Bad Request. The passed session ID cannot be parsed.|||||No Remediation Provided
90008|||||The user or administrator has not consented to use the application with ID '{appId}'({appName}). This happened because application is misconfigured: it must require access to Microsoft Graph by specifying at least 'Sign in and read user profile' permission.|||||This happened because application is misconfigured: it must require access to Microsoft Graph by specifying at least 'Sign in and read user profile' permission.
90009|||||Application '{appId}'({appName}) is requesting a token for itself. This scenario is supported only if resource is specified using the GUID based App Identifier.|||||No Remediation Provided
90010|||||Unable to create {algoName} algorithm.|||||Contact the application developer. The request is not supported for various reasons. For example, the request is made using an unsupported request method (only POST method is supported) or the token signing algorithm that was requested is not supported.
90012|||||This request has timed out.|||||No Remediation Provided
90013|||||Invalid input received from the user.|||||No Remediation Provided
90014|||||The required field '{name}' is missing from the credential. Ensure that you have all the necessary parameters for the login request.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
90015|||||Requested query string is too long.|||||No Remediation Provided
90016|||||Invalid access token. Required claim is missing.|||||No Remediation Provided
90017|||||Unexpected field '{fieldName}'.|||||No Remediation Provided
90019|||||No tenant-identifying information found in either the request or implied by any provided credentials.|||||Application error - the request can't be routed to a tenant, but needs to be.
90020|||||The SAML 1.1 Assertion is missing ImmutableID of the user.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
90022|||||Principal name format is invalid for '{name}'. Expected format: name[/instance][@realm]. The principal name is required, host and realm are optional and may be set to null.|||||No Remediation Provided
90023|||||Invalid STS request.|||||No Remediation Provided
90024|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90025|||||Request processing has exceeded gateway allowance.|||||No Remediation Provided
90026|||||Hostname contains an invalid wildcard '*' character.|||||No Remediation Provided
90027|||||We are unable to issue tokens from this API version on the MSA tenant. Please contact the application vendor as they need to use version 2.0 of the protocol to support this.|||||No Remediation Provided
90028|||||Principal name format is invalid for name '{name}'. Primary component of the name is required.|||||No Remediation Provided
90029|||||The realm '{name}' is a Unicode domain name. Domain names of this form are not supported.|||||No Remediation Provided
90030|||||A transient error has occurred. Try again after some time.|||||No Remediation Provided
90031|||||A transient error has occurred. Try again after some time.|||||No Remediation Provided
90032|||||A transient error has occurred. Try again after some time.|||||No Remediation Provided
90033|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90035|||||Service is temporarily unavailable. Please retry later.|||||No Remediation Provided
90036|||||An unexpected, non-retryable error stemming from the directory service has occurred.|||||If you see this consistently, open a support ticket to get more details on the error: https://docs.microsoft.com/azure/active-directory/fundamentals/active-directory-troubleshooting-support-howto
90037|||||Non-retryable error has occurred.|||||No Remediation Provided
90038|||||Tenant '{tenant_name}' request is being redirected to the National Cloud '{cloud}'.|||||No Remediation Provided
90039|||||Service is temporarily unavailable. Please retry later.|||||No Remediation Provided
90040|||||A non-retryable error has occurred.|||||No Remediation Provided
90041|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90042|||||National Cloud Name is missing in the postback request.|||||No Remediation Provided
90043|||||OAuth2 grant was issued by National Cloud STS.|||||This is not an error scenario, but is handled like one by Azure AD to handle certain authentication flows.  This is not an indication that anything went wrong.
90044|||||National Cloud Request Process Switched off.|||||No Remediation Provided
90045|||||Service is too busy. Please try again later.|||||No Remediation Provided
90046|||||Internal use|||||No Remediation Provided
90047|||||Internal use|||||No Remediation Provided
90049|||||Application could not be found.|||||No Remediation Provided
90050|||||Response content length from external IdP exceeds supported limit.|||||No Remediation Provided
90051|||||Invalid Delegation Token. Invalid national Cloud ID ({cloudId}) is specified.|||||No Remediation Provided
90052|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
90053|||||Internal use|||||No Remediation Provided
90055|||||The server has terminated the request due to excessive request rate. Please wait a few seconds and try again.|||||Your tenant has sent too many requests to AAD, triggering anti-abuse throttling measures. Please check to see if there are any misbehaving applications that are sending too many requests to AAD.
90056|||||Requested resource cannot be found.|||||No Remediation Provided
90057|||||Server encountered an internal problem.|||||No Remediation Provided
90058|||||Service is temporarily unavailable. Please retry later.|||||No Remediation Provided
90059|||||HealthInfoController Failed with the following Exception: {ex}|||||No Remediation Provided
90061|||||Request to External OIDC endpoint failed.|||||No Remediation Provided
90071|||||An admin from {tenant} must update their access settings to accept inbound multifactor authentication.|||||No Remediation Provided
90072|||||User account '{user}' from identity provider '{idp}' does not exist in tenant '{tenant}' and cannot access the application '{application}'({appName}) in that tenant. The account needs to be added as an external user in the tenant first. Sign out and sign in again with a different Azure Active Directory user account|||||The account needs to be added as an external user in the tenant first. Sign out and sign in again with a different Azure Active Directory user account
90073|||||Invalid Fairfax Gateway Redirect.|||||No Remediation Provided
90081|||||An error occurred when the service tried to process a WS-Federation message. The message was invalid.|||||No Remediation Provided
90082|||||Authentication policy '{name}' selected for the request is not currently supported.|||||No Remediation Provided
90083|||||Request is unsupported.|||||No Remediation Provided
90084|||||Guest accounts are not allowed for this site.|||||No Remediation Provided
90085|||||The service is unable to issue a token because the company object hasn't been provisioned yet.|||||No Remediation Provided
90086|||||The user DA token is expired.|||||No Remediation Provided
90087|||||An error occurred while creating the WS-Federation message from the URI.|||||No Remediation Provided
90088|||||Authentication failed due to email address domain is not in allowed domains list for identity provider.|||||The email address domain is not in the application's whitelisted domains.
90089|||||User token should not be used in App on behalf of flow.|||||No Remediation Provided
90090|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90091|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90092|||||Non-retryable error has occurred.|||||No Remediation Provided
90093|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
90094|||||Admin consent is required for the permissions requested by this application.|||||Ask your tenant administrator to provide consent for this application.
90095|||||Admin consent is required for the permissions requested by this application. An admin consent request may be sent to the admin.|||||No Remediation Provided
90096|||||Admin consent is required for the permissions requested by this application. Admin consent request sent for processing.|||||No Remediation Provided
90097|||||An error has occured during admin consent processing.|||||No Remediation Provided
90098|||||An unexpected approval request ID was provided.|||||No Remediation Provided
90099|||||The application '{appId}' ({appName}) has not been authorized in the tenant '{tenant}'. Applications must be authorized to access the customer tenant before partner delegated administrators can use them.|||||Provide pre-consent or execute the appropriate Partner Center API to authorize the application.
90100|||||{name} parameter is empty or not valid.|||||No Remediation Provided
90101|||||The supplied data isn't a valid email address. Please provide it in the format someone@example.com|||||Application or user error - if this persists, reach out to the impacted user or developer for more details.
90102|||||'{name}' value must be a valid absolute URI.|||||No Remediation Provided
90107|||||The request is not valid. Make sure your data doesn't have invalid characters.|||||No Remediation Provided
90112|||||Application identifier is expected to be a GUID.|||||No Remediation Provided
90114|||||The specified bulk AADJ token expiration timestamp will cause an expired token to be issued.|||||No Remediation Provided
90115|||||Code/npotc parameter is not allowed together with password.|||||No Remediation Provided
90116|||||{method} request is made, while POST is the only supported verb.|||||No Remediation Provided
90117|||||Invalid request.|||||No Remediation Provided
90119|||||The user code is null or missing.|||||No Remediation Provided
90120|||||This request was already authorized or declined.|||||No Remediation Provided
90121|||||Invalid empty request.|||||No Remediation Provided
90122|||||User identifier is not present.|||||No Remediation Provided
90123|||||The token can't be issued because the identity or claim issuance provider denied the request. Response code: {errorCode}.|||||No Remediation Provided
90124|||||{resConstant} '{resourceId}' {resourceName} is not supported over the /common or /consumers endpoints. Please use the /organizations or tenant-specific endpoint.|||||Use the /organizations or tenant-specific endpoint.
90125|||||{userName} isn't in our system. Make sure you entered the user name correctly.|||||No Remediation Provided
90126|||||User Type is not supported on this endpoint. The system can't infer the user's tenant from the user name: {userName}|||||No Remediation Provided
90128|||||Unable to load OptIn store for user.|||||No Remediation Provided
90129|||||{resConstant} '{resourceId}' {resourceName} has a configured token version of '1' and is not supported over the /common or /consumers endpoints.|||||No Remediation Provided
90130|||||{appConstant} '{appId}' {appName} is not supported over the /common or /consumers endpoints. Please use the /organizations or tenant-specific endpoint.|||||No Remediation Provided
90131|||||Invalid ambiguous request. sid cannot be used with prompt {prompt}.|||||No Remediation Provided
90132|||||The provided value for the input parameter 'device_code' is not valid. Device codes supporting the personal Microsoft Account sign-in audience can only be used for v2 common or consumers tenants.|||||No Remediation Provided
90133|||||Device Code flow is not supported under /common or /consumers endpoint.|||||No Remediation Provided
90134|||||Retrieving claims from identity provider '{idp}' failed.|||||No Remediation Provided
90135|||||The user decided not to continue the authentication. No remediation is required.|||||No Remediation Provided
90136|||||Device Code flow is not supported for Confidential Clients.|||||No Remediation Provided
90137|||||Token issuance cannot proceed because user declined consent approval to release their profile information.|||||No Remediation Provided
90138|||||Invalid ambiguous request. sid cannot be used with login_hint.|||||No Remediation Provided
90150|||||Failed to read request.|||||No Remediation Provided
90160|||||An internal error occurred while attempting to remediate the user.|||||No Remediation Provided
90170|||||An internal error occured while attempting to proxy binding redirect request|||||No Remediation Provided
90171|||||An internal error occured for cell based fallback|||||No Remediation Provided
90201|||||Non-retryable error has occurred.|||||No Remediation Provided
90202|||||A transient error has occurred. Please try again.|||||No Remediation Provided
90401|||||Access denied.|||||No Remediation Provided
90500|||||Tenant belongs to fault domain {domain}.|||||This is not an error scenario, but is handled like one by Azure AD to handle certain authentication flows.  This is not an indication that anything went wrong.
90501|||||Tenant ({name} ({identifier})) request is being redirected to USGov.|||||No Remediation Provided
100000|||||The Regional Cache Auth Service does not have the encrypted global signing key.|||||No Remediation Provided
100001|||||The Regional Cache Auth Service fails to retrieve the global signing key.|||||No Remediation Provided
100002|||||Non-retryable error has occurred in regional cache.|||||No Remediation Provided
100003|||||Timeout occurred in request to global sts.|||||No Remediation Provided
100004|||||Empty or Error response from Global Sts when called in by Regional Cache Auth instance.|||||No Remediation Provided
100005|||||Regional Cache Auth instance is not allowed to issue a token for this environment.|||||No Remediation Provided
100006|||||Regional Cache Auth Service token requests for audience App that requires custom signing keys or that has claims mapping policy are forbidden.|||||No Remediation Provided
100007|||||AAD Regional ONLY supports auth either for MSIs OR for requests from MSAL using SN+I for 1P apps or 3P apps in Microsoft infrastructure tenants.|||||No Remediation Provided
100008|||||Regional Cache Auth Service token requests for audience App that has opted in for a PFT token is forbidden.|||||No Remediation Provided
100009|||||Regional Cache Auth Service token requests for flows that require encrypted tokens are forbidden.|||||No Remediation Provided
100010|||||App specific discovery requests for Regional Cache Auth Service are forbidden.|||||No Remediation Provided
100011|||||Tenant Domain Name specific discovery requests for Regional Cache Auth Service are forbidden.|||||No Remediation Provided
100012|||||MSAonly tenant specific discovery requests for MSA tenant for Regional Cache Auth Service are forbidden.|||||No Remediation Provided
100013|||||The current discovery keys requests scenarios for Regional Cache Auth Service are forbidden.|||||No Remediation Provided
100014|||||Force cache flow parameter was specified as true but no cached response was found|||||No Remediation Provided
100015|||||Regional Cache Auth Pipeline miss StsTenant|||||No Remediation Provided
100016|||||Regional Cache Auth Pipeline missing Signing credentials|||||No Remediation Provided
100017|||||There was an error issuing a token or an issue with our sign-in service.|||||If this persists, open a support ticket to resolve this issue: https://docs.microsoft.com/azure/active-directory/fundamentals/active-directory-troubleshooting-support-howto
100018|||||The regional cache auth requests that expects confirmation (cnf) claim in the token response are forbidden.|||||No Remediation Provided
100019|||||The regional cache auth requests from tenants with token lifetime policy defined are forbidden.|||||No Remediation Provided
100020|||||Regional key discovery endpoint is forbidden.|||||No Remediation Provided
100021|||||The regional cache auth requests that reach max hop count are dropped.|||||No Remediation Provided
100022|||||The request was failed due to AAD outage simulation for a participating tenant.|||||No Remediation Provided
100023|||||Regional endpoints are not yet supported in sovereign clouds.|||||No Remediation Provided
100024|||||AAD Regional ONLY supports auth either for MSIs OR for requests from supported MSAL using SN+I for 1P apps or 3P apps in Microsoft infrastructure tenants. This request is forbidden because it comes from neither 1P app nor 3P apps in Microsoft infrastructure tenants.|||||No Remediation Provided
100026|||||AAD Regional ONLY supports auth either for MSIs OR for requests from supported MSAL using SN+I for 1P apps or 3P apps in Microsoft infrastructure tenants. This request is forbidden because it does not use SN+I.|||||No Remediation Provided
100027|||||AAD Regional does not support traffic from client application {clientId} at this time.|||||No Remediation Provided
120000|||||Incorrect password.|||||No Remediation Provided
120001|||||New password doesn't meet complexity requirements. Passwords can't contain user ID, and need to be 8-16 characters long, with at least 3 of the following: uppercase letters, lowercase letters, numbers, and symbols.|||||No Remediation Provided
120002|||||New password doesn't meet complexity requirements. Passwords can't contain user ID, and need to be 8-16 characters long, with at least 3 of the following: uppercase letters, lowercase letters, numbers, and symbols.|||||No Remediation Provided
120003|||||New password doesn't meet complexity requirements. Passwords can't contain user ID, and need to be 8-16 characters long, with at least 3 of the following: uppercase letters, lowercase letters, numbers, and symbols.|||||No Remediation Provided
120004|||||New password doesn't match the password complexity requirements of the user's company's OnPrem Active Directory.|||||No Remediation Provided
120005|||||Password was successfully updated, but servers take time to catch up. Please try signing in again in a few minutes.|||||No Remediation Provided
120006|||||Password change request got interrupted. Check if the password got updated, else try again.|||||No Remediation Provided
120012|||||User's organization does not allow them to change their password themselves through AAD.|||||No Remediation Provided
120013|||||Password change failed due to connectivity issues trying to write to user's onprem AD. Try again in a few minutes.|||||No Remediation Provided
120014|||||User account is either disabled or temporarily locked by user's organization.|||||No Remediation Provided
120015|||||Password change failed due to user account misconfiguration.|||||No Remediation Provided
120016|||||User not found.|||||No Remediation Provided
120017|||||Operation not supported.|||||No Remediation Provided
120018|||||New password does not comply with the policy. The password is too common.|||||No Remediation Provided
120019|||||New password contains a word, phrase, or pattern that is banned by a policy in user's organization.|||||No Remediation Provided
120020|||||Change user password operation failed.|||||No Remediation Provided
121000|||||Non-retryable error has occurred.|||||No Remediation Provided
121003|||||User's organization does not allow them to change their password themselves through AAD.|||||No Remediation Provided
130001|||||Signature key ID is not provided.|||||No Remediation Provided
130004|||||UserPrincipal doesn't have the NGC key configured.|||||No Remediation Provided
130005|||||NGC key signature verification failed.|||||No Remediation Provided
130006|||||The NGC transport key isn't configured on the device.|||||No Remediation Provided
130007|||||The device is disabled.|||||No Remediation Provided
130008|||||Device referenced by the NGC key is not found.|||||No Remediation Provided
130009|||||Device key was found weak.|||||No Remediation Provided
130500|||||Phone sign in was blocked due to User Credential Policy.|||||No Remediation Provided
130501|||||Sign in was blocked due to User Credential Policy.|||||No Remediation Provided
130502|||||Temporary Access Pass sign in was blocked due to User Credential Policy.|||||No Remediation Provided
130503|||||Your Temporary Access Pass is incorrect. If you don't know your pass, contact your administrator.|||||No Remediation Provided
130504|||||Your Temporary Access Pass has expired. Contact your administrator to obtain a new pass.|||||No Remediation Provided
130505|||||Your one-time Temporary Access Pass has been redeemed. Contact your admin to get a new pass.|||||No Remediation Provided
130506|||||Access Pass must be used for Web Sign In. Contact your admin to get an Access Pass.|||||No Remediation Provided
130507|||||An access pass could not be found or verified for the user.|||||No Remediation Provided
131000|||||PublicIdentifier has an invalid GUID.|||||No Remediation Provided
131001|||||A transient error has occurred. Please try again.|||||No Remediation Provided
131002|||||Non-retryable error has occurred.|||||No Remediation Provided
131003|||||A transient error has occurred. Please try again.|||||No Remediation Provided
131005|||||Phone Entry not found during GetOneTimeCode request.|||||No Remediation Provided
131006|||||Public Identifier SAS Authentication has encountered a problem.|||||No Remediation Provided
131008|||||Trying to create credential from unvalidated PIA data.|||||No Remediation Provided
131009|||||Phone Number signin is not enabled for this tenant.|||||No Remediation Provided
131010|||||User not allowed by policy conditions.|||||No Remediation Provided
131011|||||A invalid input was entered.|||||No Remediation Provided
131012|||||This attempt to sign in has been throttled.|||||No Remediation Provided
131100|||||User account has to be a resource account to request a 'resource_account' grant type.|||||No Remediation Provided
131101|||||Resource Account key is malformed.|||||No Remediation Provided
131102|||||Resource Account key signature verification failed.|||||No Remediation Provided
135000|||||Fido signature verification failed.|||||No Remediation Provided
135001|||||UserPrincipal doesn't have the key ID configured.|||||No Remediation Provided
135002|||||Fido key does not have authenticator data.|||||No Remediation Provided
135003|||||Fido assertion verification failed. Invalid gesture provided.|||||No Remediation Provided
135004|||||Invalid postBackUrl parameter.|||||No Remediation Provided
135005|||||Invalid cancelUrl parameter.|||||No Remediation Provided
135006|||||Invalid resumeUrl parameter.|||||No Remediation Provided
135007|||||Client data type is not valid.|||||No Remediation Provided
135008|||||Relying Party Origin is not valid.|||||No Remediation Provided
135009|||||Flow Token Scenario must be login scenario.|||||No Remediation Provided
135010|||||UserPrincipal doesn't have the key ID configured.|||||No Remediation Provided
135011|||||Device used during the authentication is disabled.|||||No Remediation Provided
135012|||||UserObjectId from the UserHandle does not match with UserPrincipal UserObjectId.|||||No Remediation Provided
135013|||||Invalid UserHandle prefix.|||||No Remediation Provided
135014|||||Invalid UserHandle length.|||||No Remediation Provided
135015|||||The FIDO exclude list was not a valid JSON blob.|||||No Remediation Provided
135016|||||FIDO sign-in is disabled via policy.|||||No Remediation Provided
135017|||||Unexpected Signature Counter received from authenticator.|||||No Remediation Provided
135018|||||Invalid challenge received from fido assertion.|||||No Remediation Provided
135019|||||Expired Challenge received from Fido assertion.|||||No Remediation Provided
135020|||||Invalid Fido assertion.|||||No Remediation Provided
135021|||||Invalid UserHandle prefix.|||||No Remediation Provided
135022|||||Redirect uri provided by MSA is not valid.|||||No Remediation Provided
140000|||||Request nonce is expired. Current time: {curTime}, expiry time of assertion {expTime}.|||||No Remediation Provided
140001|||||The session key is not valid.|||||No Remediation Provided
140002|||||Key not found|||||No Remediation Provided
140003|||||Nonce purpose not supported|||||No Remediation Provided
140004|||||Invalid Ticket Granting Ticket request.|||||No Remediation Provided
140005|||||Invalid Ticket Granting Ticket request.|||||No Remediation Provided
140006|||||Invalid Ticket Granting Ticket request.|||||No Remediation Provided
140007|||||Invalid Ticket Granting Service request.|||||No Remediation Provided
140008|||||Invalid ApReq assertion provided.|||||No Remediation Provided
160011|||||Selected user account was invalid.|||||No Remediation Provided
160021|||||Application requested a user session which does not exist.|||||No Remediation Provided
165000|||||Actual message content is runtime specific. Please see returned exception message for details.|||||Actual message content is runtime specific. Please see returned exception message for details.
165001|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
165002|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
165003|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
165004|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
165900|||||Invalid request.|||||No Remediation Provided
180001|||||Cannot encrypt auth ticket with key version '{version}'.|||||No Remediation Provided
180002|||||Cannot decrypt buffer with key version '{version}'.|||||No Remediation Provided
200000|||||User object type ('{type}') not expected.|||||No Remediation Provided
200001|||||Authorization code redemption cannot be forked.|||||No Remediation Provided
200121|||||Unsupported WS-Federation message of type '{messageType}'.|||||No Remediation Provided
200122|||||Invalid WS-Federation message. {paramName} parameter is required.|||||No Remediation Provided
219000|||||Cannot open pfx. Pfx bytes or password is wrong.|||||No Remediation Provided
220000|||||Authenc: cache value is expired. Date: {expectedTime}, Now: {currentTime}.|||||No Remediation Provided
220025|||||Encryption key {version} not found.|||||No Remediation Provided
220050|||||The specified encryption key version override {num} was not found in the list of keys.|||||No Remediation Provided
220100|||||Authenc decryption failed.|||||No Remediation Provided
220200|||||Authenc incorrect version.|||||No Remediation Provided
220450|||||The Chrome WebView version is not supported.|||||Developer issue - they should ensure that their app is using appropriate and supported webviews when signing in the user.
220501|||||Unable to download CRL. Invalid or no response from CRL source {source}.|||||No Remediation Provided
221000|||||The resource is not configured to accept device-only tokens.|||||No Remediation Provided
230000|||||Internal use|||||No Remediation Provided
230002|||||Internal use|||||No Remediation Provided
230003|||||Internal use|||||No Remediation Provided
230004|||||Internal use|||||No Remediation Provided
230005|||||Internal use|||||No Remediation Provided
230006|||||Internal use|||||No Remediation Provided
230007|||||Internal use|||||No Remediation Provided
230008|||||Internal use|||||No Remediation Provided
230009|||||Internal use|||||No Remediation Provided
230010|||||Internal use|||||No Remediation Provided
230011|||||Internal use|||||No Remediation Provided
230012|||||Internal use|||||No Remediation Provided
230013|||||Internal use|||||No Remediation Provided
230014|||||Internal use|||||No Remediation Provided
230015|||||Internal use|||||No Remediation Provided
230016|||||Internal use|||||No Remediation Provided
230017|||||CCS couldn't find valid user data. Data could be missing, expired or invalid.|||||No Remediation Provided
230018|||||Internal use|||||No Remediation Provided
230019|||||Internal use|||||No Remediation Provided
230020|||||Internal use|||||No Remediation Provided
230021|||||Internal use|||||No Remediation Provided
230022|||||Internal use|||||No Remediation Provided
230023|||||Internal use|||||No Remediation Provided
230024|||||Empty cached credential cert list or failed to find valid cached credential cert.|||||No Remediation Provided
230025|||||Internal use|||||No Remediation Provided
230026|||||Internal use|||||No Remediation Provided
